date,cdata.deviceName,sdata.reading
2019-05-29T21:29:59.000Z,水表-1楼,77
2019-05-29T21:29:59.000Z,水表-3楼,82
2019-05-29T21:39:59.000Z,水表-2楼,38
2019-05-29T21:39:59.000Z,水表-1楼,77
2019-05-29T21:39:59.000Z,水表-3楼,82
2019-05-29T21:49:59.000Z,水表-2楼,38
2019-05-29T21:49:59.000Z,水表-1楼,77
2019-05-29T21:49:59.000Z,水表-3楼,82
2019-05-29T21:59:59.000Z,水表-2楼,38
2019-05-29T21:59:59.000Z,水表-1楼,77
2019-05-29T21:59:59.000Z,水表-3楼,82
2019-05-29T22:09:59.000Z,水表-2楼,38
2019-05-29T22:09:59.000Z,水表-1楼,77
2019-05-29T22:09:59.000Z,水表-3楼,82
2019-05-29T22:19:59.000Z,水表-2楼,38
2019-05-29T22:19:59.000Z,水表-1楼,77
2019-05-29T22:19:59.000Z,水表-3楼,82
2019-05-29T22:29:59.000Z,水表-2楼,38
2019-05-29T22:29:59.000Z,水表-1楼,77
2019-05-29T22:29:59.000Z,水表-3楼,82
2019-05-29T22:39:59.000Z,水表-2楼,38
2019-05-29T22:39:59.000Z,水表-1楼,77
2019-05-29T22:39:59.000Z,水表-3楼,82
2019-05-29T22:49:59.000Z,水表-2楼,38
2019-05-29T22:49:59.000Z,水表-1楼,77
2019-05-29T22:49:59.000Z,水表-3楼,82
2019-05-29T22:59:59.000Z,水表-2楼,38
2019-05-29T22:59:59.000Z,水表-1楼,77
2019-05-29T22:59:59.000Z,水表-3楼,82
2019-05-29T23:09:59.000Z,水表-2楼,38
2019-05-29T23:09:59.000Z,水表-1楼,77
2019-05-29T23:09:59.000Z,水表-3楼,82
2019-05-29T23:19:59.000Z,水表-2楼,38
2019-05-29T23:19:59.000Z,水表-1楼,77
2019-05-29T23:19:59.000Z,水表-3楼,82
2019-05-29T23:29:59.000Z,水表-2楼,38
2019-05-29T23:29:59.000Z,水表-1楼,77
2019-05-29T23:29:59.000Z,水表-3楼,82
2019-05-29T23:39:59.000Z,水表-2楼,38
2019-05-29T23:39:59.000Z,水表-1楼,77
2019-05-29T23:39:59.000Z,水表-3楼,82
2019-05-29T23:49:59.000Z,水表-2楼,38
2019-05-29T23:49:59.000Z,水表-1楼,77
2019-05-29T23:49:59.000Z,水表-3楼,82
2019-05-29T23:59:59.000Z,水表-2楼,38
2019-05-29T23:59:59.000Z,水表-1楼,77
2019-05-29T23:59:59.000Z,水表-3楼,82
2019-05-30T00:09:59.000Z,水表-2楼,38
2019-05-30T00:09:59.000Z,水表-1楼,77
2019-05-30T00:09:59.000Z,水表-3楼,82
2019-05-30T00:19:59.000Z,水表-2楼,39
2019-05-30T00:19:59.000Z,水表-1楼,77
2019-05-30T00:19:59.000Z,水表-3楼,82
2019-05-30T00:29:59.000Z,水表-2楼,39
2019-05-30T00:29:59.000Z,水表-1楼,77
2019-05-30T00:29:59.000Z,水表-3楼,82
2019-05-30T00:39:59.000Z,水表-2楼,39
2019-05-30T00:39:59.000Z,水表-1楼,77
2019-05-30T00:39:59.000Z,水表-3楼,82
2019-05-30T00:49:59.000Z,水表-2楼,39
2019-05-30T00:49:59.000Z,水表-1楼,77
2019-05-30T00:49:59.000Z,水表-3楼,82
2019-05-30T00:59:59.000Z,水表-2楼,39
2019-05-30T00:59:59.000Z,水表-1楼,78
2019-05-30T00:59:59.000Z,水表-3楼,82
2019-05-30T01:09:59.000Z,水表-2楼,39
2019-05-30T01:09:59.000Z,水表-1楼,78
2019-05-30T01:09:59.000Z,水表-3楼,82
2019-05-30T01:19:59.000Z,水表-2楼,39
2019-05-30T01:19:59.000Z,水表-1楼,78
2019-05-30T01:19:59.000Z,水表-3楼,82
2019-05-30T01:29:59.000Z,水表-2楼,39
2019-05-30T01:29:59.000Z,水表-1楼,78
2019-05-30T01:29:59.000Z,水表-3楼,82
2019-05-30T01:39:59.000Z,水表-2楼,39
2019-05-30T01:39:59.000Z,水表-1楼,78
2019-05-30T01:39:59.000Z,水表-3楼,82
2019-05-30T01:49:59.000Z,水表-2楼,39
2019-05-30T01:49:59.000Z,水表-1楼,78
2019-05-30T01:49:59.000Z,水表-3楼,82
2019-05-30T01:59:59.000Z,水表-2楼,39
2019-05-30T01:59:59.000Z,水表-1楼,78
2019-05-30T01:59:59.000Z,水表-3楼,82
2019-05-30T02:09:59.000Z,水表-2楼,39
2019-05-30T02:09:59.000Z,水表-1楼,78
2019-05-30T02:09:59.000Z,水表-3楼,82
2019-05-30T02:19:59.000Z,水表-2楼,39
2019-05-30T02:19:59.000Z,水表-1楼,78
2019-05-30T02:19:59.000Z,水表-3楼,82
2019-05-30T02:29:59.000Z,水表-2楼,39
2019-05-30T02:29:59.000Z,水表-1楼,78
2019-05-30T02:29:59.000Z,水表-3楼,82
2019-05-30T02:39:59.000Z,水表-2楼,39
2019-05-30T02:39:59.000Z,水表-1楼,78
2019-05-30T02:39:59.000Z,水表-3楼,82
2019-05-30T02:49:59.000Z,水表-2楼,39
2019-05-30T02:49:59.000Z,水表-1楼,78
2019-05-30T02:49:59.000Z,水表-3楼,82
2019-05-30T02:59:59.000Z,水表-2楼,39
2019-05-30T02:59:59.000Z,水表-1楼,78
2019-05-30T02:59:59.000Z,水表-3楼,82
2019-05-30T03:09:59.000Z,水表-2楼,39
2019-05-30T03:09:59.000Z,水表-1楼,78
2019-05-30T03:09:59.000Z,水表-3楼,82
2019-05-30T03:19:59.000Z,水表-2楼,39
2019-05-30T03:19:59.000Z,水表-1楼,78
2019-05-30T03:19:59.000Z,水表-3楼,83
2019-05-30T03:29:59.000Z,水表-2楼,39
2019-05-30T03:29:59.000Z,水表-1楼,78
2019-05-30T03:29:59.000Z,水表-3楼,83
2019-05-30T03:39:59.000Z,水表-2楼,39
2019-05-30T03:39:59.000Z,水表-1楼,78
2019-05-30T03:39:59.000Z,水表-3楼,83
2019-05-30T03:49:59.000Z,水表-2楼,39
2019-05-30T03:49:59.000Z,水表-1楼,78
2019-05-30T03:49:59.000Z,水表-3楼,83
2019-05-30T03:59:59.000Z,水表-2楼,39
2019-05-30T03:59:59.000Z,水表-1楼,78
2019-05-30T03:59:59.000Z,水表-3楼,83
2019-05-30T04:09:59.000Z,水表-2楼,39
2019-05-30T04:09:59.000Z,水表-1楼,78
2019-05-30T04:09:59.000Z,水表-3楼,83
2019-05-30T04:19:59.000Z,水表-2楼,39
2019-05-30T04:19:59.000Z,水表-1楼,78
2019-05-30T04:19:59.000Z,水表-3楼,83
2019-05-30T04:29:59.000Z,水表-2楼,39
2019-05-30T04:29:59.000Z,水表-1楼,78
2019-05-30T04:29:59.000Z,水表-3楼,83
2019-05-30T04:39:59.000Z,水表-2楼,39
2019-05-30T04:39:59.000Z,水表-1楼,78
2019-05-30T04:39:59.000Z,水表-3楼,83
2019-05-30T04:49:59.000Z,水表-2楼,39
2019-05-30T04:49:59.000Z,水表-1楼,78
2019-05-30T04:49:59.000Z,水表-3楼,83
2019-05-30T04:59:59.000Z,水表-2楼,39
2019-05-30T04:59:59.000Z,水表-1楼,78
2019-05-30T04:59:59.000Z,水表-3楼,83
2019-05-30T05:09:59.000Z,水表-2楼,39
2019-05-30T05:09:59.000Z,水表-1楼,79
2019-05-30T05:09:59.000Z,水表-3楼,83
2019-05-30T05:19:59.000Z,水表-2楼,39
2019-05-30T05:19:59.000Z,水表-1楼,79
2019-05-30T05:19:59.000Z,水表-3楼,83
2019-05-30T05:29:59.000Z,水表-2楼,39
2019-05-30T05:29:59.000Z,水表-1楼,79
2019-05-30T05:29:59.000Z,水表-3楼,83
2019-05-30T05:39:59.000Z,水表-2楼,39
2019-05-30T05:39:59.000Z,水表-1楼,79
2019-05-30T05:39:59.000Z,水表-3楼,83
2019-05-30T05:49:59.000Z,水表-2楼,39
2019-05-30T05:49:59.000Z,水表-1楼,79
2019-05-30T05:49:59.000Z,水表-3楼,83
2019-05-30T05:59:59.000Z,水表-2楼,39
2019-05-30T05:59:59.000Z,水表-1楼,79
2019-05-30T05:59:59.000Z,水表-3楼,83
2019-05-30T06:09:59.000Z,水表-2楼,39
2019-05-30T06:09:59.000Z,水表-1楼,79
2019-05-30T06:09:59.000Z,水表-3楼,83
2019-05-30T06:19:59.000Z,水表-2楼,39
2019-05-30T06:19:59.000Z,水表-1楼,79
2019-05-30T06:19:59.000Z,水表-3楼,83
2019-05-30T06:29:59.000Z,水表-2楼,39
2019-05-30T06:29:59.000Z,水表-1楼,79
2019-05-30T06:29:59.000Z,水表-3楼,83
2019-05-30T06:39:59.000Z,水表-2楼,39
2019-05-30T06:39:59.000Z,水表-1楼,79
2019-05-30T06:39:59.000Z,水表-3楼,83
2019-05-30T06:49:59.000Z,水表-2楼,39
2019-05-30T06:49:59.000Z,水表-1楼,79
2019-05-30T06:49:59.000Z,水表-3楼,83
2019-05-30T06:59:59.000Z,水表-2楼,39
2019-05-30T06:59:59.000Z,水表-1楼,79
2019-05-30T06:59:59.000Z,水表-3楼,83
2019-05-30T07:09:59.000Z,水表-2楼,39
2019-05-30T07:09:59.000Z,水表-1楼,79
2019-05-30T07:09:59.000Z,水表-3楼,83
2019-05-30T07:19:59.000Z,水表-2楼,39
2019-05-30T07:19:59.000Z,水表-1楼,79
2019-05-30T07:19:59.000Z,水表-3楼,83
2019-05-30T07:29:59.000Z,水表-2楼,39
2019-05-30T07:29:59.000Z,水表-1楼,79
2019-05-30T07:29:59.000Z,水表-3楼,83
2019-05-30T07:39:59.000Z,水表-2楼,39
2019-05-30T07:39:59.000Z,水表-1楼,79
2019-05-30T07:39:59.000Z,水表-3楼,83
2019-05-30T07:49:59.000Z,水表-2楼,39
2019-05-30T07:49:59.000Z,水表-1楼,79
2019-05-30T07:49:59.000Z,水表-3楼,83
2019-05-30T07:59:59.000Z,水表-2楼,39
2019-05-30T07:59:59.000Z,水表-1楼,79
2019-05-30T07:59:59.000Z,水表-3楼,83
2019-05-30T08:09:59.000Z,水表-2楼,39
2019-05-30T08:09:59.000Z,水表-1楼,79
2019-05-30T08:09:59.000Z,水表-3楼,83
2019-05-30T08:19:59.000Z,水表-2楼,39
2019-05-30T08:19:59.000Z,水表-1楼,79
2019-05-30T08:19:59.000Z,水表-3楼,83
2019-05-30T08:29:59.000Z,水表-2楼,39
2019-05-30T08:29:59.000Z,水表-1楼,79
2019-05-30T08:29:59.000Z,水表-3楼,83
2019-05-30T08:39:59.000Z,水表-2楼,39
2019-05-30T08:39:59.000Z,水表-1楼,79
2019-05-30T08:39:59.000Z,水表-3楼,83
2019-05-30T08:49:59.000Z,水表-2楼,39
2019-05-30T08:49:59.000Z,水表-1楼,79
2019-05-30T08:49:59.000Z,水表-3楼,83
2019-05-30T08:59:59.000Z,水表-2楼,39
2019-05-30T08:59:59.000Z,水表-1楼,79
2019-05-30T08:59:59.000Z,水表-3楼,83
2019-05-30T09:09:59.000Z,水表-2楼,39
2019-05-30T09:09:59.000Z,水表-1楼,79
2019-05-30T09:09:59.000Z,水表-3楼,83
2019-05-30T09:19:59.000Z,水表-2楼,39
2019-05-30T09:19:59.000Z,水表-1楼,79
2019-05-30T09:19:59.000Z,水表-3楼,83
2019-05-30T09:29:59.000Z,水表-2楼,39
2019-05-30T09:29:59.000Z,水表-1楼,79
2019-05-30T09:29:59.000Z,水表-3楼,83
2019-05-30T09:39:59.000Z,水表-2楼,39
2019-05-30T09:39:59.000Z,水表-1楼,79
2019-05-30T09:39:59.000Z,水表-3楼,83
2019-05-30T09:49:59.000Z,水表-2楼,39
2019-05-30T09:49:59.000Z,水表-1楼,79
2019-05-30T09:49:59.000Z,水表-3楼,83
2019-05-30T09:59:59.000Z,水表-2楼,39
2019-05-30T09:59:59.000Z,水表-1楼,79
2019-05-30T09:59:59.000Z,水表-3楼,83
2019-05-30T10:09:59.000Z,水表-2楼,40
2019-05-30T10:09:59.000Z,水表-1楼,79
2019-05-30T10:09:59.000Z,水表-3楼,83
2019-05-30T10:19:59.000Z,水表-2楼,40
2019-05-30T10:19:59.000Z,水表-1楼,79
2019-05-30T10:19:59.000Z,水表-3楼,83
2019-05-30T10:29:59.000Z,水表-2楼,40
2019-05-30T10:29:59.000Z,水表-1楼,79
2019-05-30T10:29:59.000Z,水表-3楼,83
2019-05-30T10:39:59.000Z,水表-2楼,40
2019-05-30T10:39:59.000Z,水表-1楼,79
2019-05-30T10:39:59.000Z,水表-3楼,83
2019-05-30T10:49:59.000Z,水表-2楼,40
2019-05-30T10:49:59.000Z,水表-1楼,79
2019-05-30T10:49:59.000Z,水表-3楼,83
2019-05-30T10:59:59.000Z,水表-2楼,40
2019-05-30T10:59:59.000Z,水表-1楼,79
2019-05-30T10:59:59.000Z,水表-3楼,83
2019-05-30T11:09:59.000Z,水表-2楼,39.5145
2019-05-30T11:09:59.000Z,水表-1楼,79.4576
2019-05-30T11:09:59.000Z,水表-3楼,83.2867
2019-05-30T11:19:59.000Z,水表-2楼,39.5146
2019-05-30T11:19:59.000Z,水表-1楼,79.4576
2019-05-30T11:19:59.000Z,水表-3楼,83.2872
2019-05-30T11:29:59.000Z,水表-2楼,39.516
2019-05-30T11:29:59.000Z,水表-1楼,79.4578
2019-05-30T11:29:59.000Z,水表-3楼,83.2982
2019-05-30T11:39:59.000Z,水表-2楼,39.5162
2019-05-30T11:39:59.000Z,水表-1楼,79.4578
2019-05-30T11:39:59.000Z,水表-3楼,83.3062
2019-05-30T11:49:59.000Z,水表-2楼,39.5165
2019-05-30T11:49:59.000Z,水表-1楼,79.4578
2019-05-30T11:49:59.000Z,水表-3楼,83.315
2019-05-30T11:59:59.000Z,水表-2楼,39.5169
2019-05-30T11:59:59.000Z,水表-1楼,79.4578
2019-05-30T11:59:59.000Z,水表-3楼,83.3241
2019-05-30T12:09:59.000Z,水表-2楼,39.5173
2019-05-30T12:09:59.000Z,水表-1楼,79.4615
2019-05-30T12:09:59.000Z,水表-3楼,83.3252
2019-05-30T12:19:59.000Z,水表-2楼,39.5177
2019-05-30T12:19:59.000Z,水表-1楼,79.4617
2019-05-30T12:19:59.000Z,水表-3楼,83.3252
2019-05-30T12:29:59.000Z,水表-2楼,39.5181
2019-05-30T12:29:59.000Z,水表-1楼,79.4617
2019-05-30T12:29:59.000Z,水表-3楼,83.3252
2019-05-30T12:39:59.000Z,水表-2楼,39.5188
2019-05-30T12:39:59.000Z,水表-1楼,79.462
2019-05-30T12:39:59.000Z,水表-3楼,83.3252
2019-05-30T12:49:59.000Z,水表-2楼,39.5191
2019-05-30T12:49:59.000Z,水表-1楼,79.4623
2019-05-30T12:49:59.000Z,水表-3楼,83.3267
2019-05-30T12:59:59.000Z,水表-2楼,39.5195
2019-05-30T12:59:59.000Z,水表-1楼,79.4631
2019-05-30T12:59:59.000Z,水表-3楼,83.3338
2019-05-30T13:09:59.000Z,水表-2楼,39.52
2019-05-30T13:09:59.000Z,水表-1楼,79.4637
2019-05-30T13:09:59.000Z,水表-3楼,83.3414
2019-05-30T13:19:59.000Z,水表-2楼,39.5206
2019-05-30T13:19:59.000Z,水表-1楼,79.4639
2019-05-30T13:19:59.000Z,水表-3楼,83.3485
2019-05-30T13:29:59.000Z,水表-2楼,39.5213
2019-05-30T13:29:59.000Z,水表-1楼,79.4647
2019-05-30T13:29:59.000Z,水表-3楼,83.3561
2019-05-30T13:39:59.000Z,水表-2楼,39.5213
2019-05-30T13:39:59.000Z,水表-1楼,79.4647
2019-05-30T13:39:59.000Z,水表-3楼,83.3569
2019-05-30T13:49:59.000Z,水表-2楼,39.5213
2019-05-30T13:49:59.000Z,水表-1楼,79.4647
2019-05-30T13:49:59.000Z,水表-3楼,83.3569
2019-05-30T13:59:59.000Z,水表-2楼,39.5213
2019-05-30T13:59:59.000Z,水表-1楼,79.4647
2019-05-30T13:59:59.000Z,水表-3楼,83.3572
2019-05-30T14:09:59.000Z,水表-2楼,39.5213
2019-05-30T14:09:59.000Z,水表-1楼,79.4647
2019-05-30T14:09:59.000Z,水表-3楼,83.3572
2019-05-30T14:19:59.000Z,水表-2楼,39.5213
2019-05-30T14:19:59.000Z,水表-1楼,79.4647
2019-05-30T14:19:59.000Z,水表-3楼,83.3572
2019-05-30T14:29:59.000Z,水表-2楼,39.5213
2019-05-30T14:29:59.000Z,水表-1楼,79.4647
2019-05-30T14:29:59.000Z,水表-3楼,83.3572
2019-05-30T14:39:59.000Z,水表-2楼,39.5213
2019-05-30T14:39:59.000Z,水表-1楼,79.4647
2019-05-30T14:39:59.000Z,水表-3楼,83.3572
2019-05-30T14:49:59.000Z,水表-2楼,39.5213
2019-05-30T14:49:59.000Z,水表-1楼,79.4647
2019-05-30T14:49:59.000Z,水表-3楼,83.3572
2019-05-30T14:59:59.000Z,水表-2楼,39.5213
2019-05-30T14:59:59.000Z,水表-1楼,79.4731
2019-05-30T14:59:59.000Z,水表-3楼,83.3574
2019-05-30T15:09:59.000Z,水表-2楼,39.5213
2019-05-30T15:09:59.000Z,水表-1楼,79.4759
2019-05-30T15:09:59.000Z,水表-3楼,83.3575
2019-05-30T15:19:59.000Z,水表-2楼,39.5213
2019-05-30T15:19:59.000Z,水表-1楼,79.4759
2019-05-30T15:19:59.000Z,水表-3楼,83.3575
2019-05-30T15:29:59.000Z,水表-2楼,39.5223
2019-05-30T15:29:59.000Z,水表-1楼,79.4763
2019-05-30T15:29:59.000Z,水表-3楼,83.3677
2019-05-30T15:39:59.000Z,水表-2楼,39.5223
2019-05-30T15:39:59.000Z,水表-1楼,79.4763
2019-05-30T15:39:59.000Z,水表-3楼,83.3763
2019-05-30T15:49:59.000Z,水表-2楼,39.5224
2019-05-30T15:49:59.000Z,水表-1楼,79.4764
2019-05-30T15:49:59.000Z,水表-3楼,83.3842
2019-05-30T15:59:59.000Z,水表-2楼,39.5225
2019-05-30T15:59:59.000Z,水表-1楼,79.4836
2019-05-30T15:59:59.000Z,水表-3楼,83.3919
2019-05-30T16:09:59.000Z,水表-2楼,39.5225
2019-05-30T16:09:59.000Z,水表-1楼,79.4836
2019-05-30T16:09:59.000Z,水表-3楼,83.3995
2019-05-30T16:19:59.000Z,水表-2楼,39.5225
2019-05-30T16:19:59.000Z,水表-1楼,79.4836
2019-05-30T16:19:59.000Z,水表-3楼,83.4075
2019-05-30T16:29:59.000Z,水表-2楼,39.5226
2019-05-30T16:29:59.000Z,水表-1楼,79.4836
2019-05-30T16:29:59.000Z,水表-3楼,83.416
2019-05-30T16:39:59.000Z,水表-2楼,39.5227
2019-05-30T16:39:59.000Z,水表-1楼,79.4836
2019-05-30T16:39:59.000Z,水表-3楼,83.4237
2019-05-30T16:49:59.000Z,水表-2楼,39.5227
2019-05-30T16:49:59.000Z,水表-1楼,79.4836
2019-05-30T16:49:59.000Z,水表-3楼,83.4239
2019-05-30T16:59:59.000Z,水表-2楼,39.5229
2019-05-30T16:59:59.000Z,水表-1楼,79.4836
2019-05-30T16:59:59.000Z,水表-3楼,83.4239
2019-05-30T17:09:59.000Z,水表-2楼,39.5232
2019-05-30T17:09:59.000Z,水表-1楼,79.4938
2019-05-30T17:09:59.000Z,水表-3楼,83.4239
2019-05-30T17:19:59.000Z,水表-2楼,39.5232
2019-05-30T17:19:59.000Z,水表-1楼,79.4938
2019-05-30T17:19:59.000Z,水表-3楼,83.424
2019-05-30T17:29:59.000Z,水表-2楼,39.5236
2019-05-30T17:29:59.000Z,水表-1楼,79.4941
2019-05-30T17:29:59.000Z,水表-3楼,83.43
2019-05-30T17:39:59.000Z,水表-2楼,39.5236
2019-05-30T17:39:59.000Z,水表-1楼,79.4941
2019-05-30T17:39:59.000Z,水表-3楼,83.43
2019-05-30T17:49:59.000Z,水表-2楼,39.5236
2019-05-30T17:49:59.000Z,水表-1楼,79.4941
2019-05-30T17:49:59.000Z,水表-3楼,83.43
2019-05-30T17:59:59.000Z,水表-2楼,39.5236
2019-05-30T17:59:59.000Z,水表-1楼,79.4941
2019-05-30T17:59:59.000Z,水表-3楼,83.43
2019-05-30T18:09:59.000Z,水表-2楼,39.5236
2019-05-30T18:09:59.000Z,水表-1楼,79.4941
2019-05-30T18:09:59.000Z,水表-3楼,83.43
2019-05-30T18:19:59.000Z,水表-2楼,39.5236
2019-05-30T18:19:59.000Z,水表-1楼,79.4941
2019-05-30T18:19:59.000Z,水表-3楼,83.43
2019-05-30T18:29:59.000Z,水表-2楼,39.5236
2019-05-30T18:29:59.000Z,水表-1楼,79.4941
2019-05-30T18:29:59.000Z,水表-3楼,83.43
2019-05-30T18:39:59.000Z,水表-2楼,39.5236
2019-05-30T18:39:59.000Z,水表-1楼,79.4941
2019-05-30T18:39:59.000Z,水表-3楼,83.43
2019-05-30T18:49:59.000Z,水表-2楼,39.5236
2019-05-30T18:49:59.000Z,水表-1楼,79.4941
2019-05-30T18:49:59.000Z,水表-3楼,83.43
2019-05-30T18:59:59.000Z,水表-2楼,39.5236
2019-05-30T18:59:59.000Z,水表-1楼,79.4941
2019-05-30T18:59:59.000Z,水表-3楼,83.4301
2019-05-30T19:09:59.000Z,水表-2楼,39.5236
2019-05-30T19:09:59.000Z,水表-1楼,79.4941
2019-05-30T19:09:59.000Z,水表-3楼,83.4301
2019-05-30T19:19:59.000Z,水表-2楼,39.5236
2019-05-30T19:19:59.000Z,水表-1楼,79.4941
2019-05-30T19:19:59.000Z,水表-3楼,83.4301
2019-05-30T19:29:59.000Z,水表-2楼,39.5244
2019-05-30T19:29:59.000Z,水表-1楼,79.4944
2019-05-30T19:29:59.000Z,水表-3楼,83.4387
2019-05-30T19:39:59.000Z,水表-2楼,39.5244
2019-05-30T19:39:59.000Z,水表-1楼,79.4944
2019-05-30T19:39:59.000Z,水表-3楼,83.4413
2019-05-30T19:49:59.000Z,水表-2楼,39.5244
2019-05-30T19:49:59.000Z,水表-1楼,79.4944
2019-05-30T19:49:59.000Z,水表-3楼,83.4415
2019-05-30T19:59:59.000Z,水表-2楼,39.5244
2019-05-30T19:59:59.000Z,水表-1楼,79.4944
2019-05-30T19:59:59.000Z,水表-3楼,83.4415
2019-05-30T20:09:59.000Z,水表-2楼,39.5244
2019-05-30T20:09:59.000Z,水表-1楼,79.4944
2019-05-30T20:09:59.000Z,水表-3楼,83.4417
2019-05-30T20:19:59.000Z,水表-2楼,39.5244
2019-05-30T20:19:59.000Z,水表-1楼,79.4944
2019-05-30T20:19:59.000Z,水表-3楼,83.4422
2019-05-30T20:29:59.000Z,水表-2楼,39.5244
2019-05-30T20:29:59.000Z,水表-1楼,79.4944
2019-05-30T20:29:59.000Z,水表-3楼,83.4428
2019-05-30T20:39:59.000Z,水表-2楼,39.5244
2019-05-30T20:39:59.000Z,水表-1楼,79.4944
2019-05-30T20:39:59.000Z,水表-3楼,83.443
2019-05-30T20:49:59.000Z,水表-2楼,39.5244
2019-05-30T20:49:59.000Z,水表-1楼,79.4944
2019-05-30T20:49:59.000Z,水表-3楼,83.4436
2019-05-30T20:59:59.000Z,水表-2楼,39.5244
2019-05-30T20:59:59.000Z,水表-1楼,79.4944
2019-05-30T20:59:59.000Z,水表-3楼,83.4437
2019-05-30T21:09:59.000Z,水表-2楼,39.5244
2019-05-30T21:09:59.000Z,水表-1楼,79.4944
2019-05-30T21:09:59.000Z,水表-3楼,83.4439
2019-05-30T21:19:59.000Z,水表-2楼,39.5244
2019-05-30T21:19:59.000Z,水表-1楼,79.4944
2019-05-30T21:19:59.000Z,水表-3楼,83.4442
2019-05-30T21:29:59.000Z,水表-2楼,39.525
2019-05-30T21:29:59.000Z,水表-1楼,79.4947
2019-05-30T21:29:59.000Z,水表-3楼,83.4445
2019-05-30T21:39:59.000Z,水表-2楼,39.525
2019-05-30T21:39:59.000Z,水表-1楼,79.4947
2019-05-30T21:49:59.000Z,水表-2楼,39.525
2019-05-30T21:49:59.000Z,水表-1楼,79.4947
2019-05-30T21:59:59.000Z,水表-2楼,39.525
2019-05-30T21:59:59.000Z,水表-1楼,79.4947
2019-05-30T22:09:59.000Z,水表-2楼,39.525
2019-05-30T22:09:59.000Z,水表-1楼,79.4947
2019-05-30T22:19:59.000Z,水表-2楼,39.525
2019-05-30T22:19:59.000Z,水表-1楼,79.4947
2019-05-30T22:29:59.000Z,水表-2楼,39.5251
2019-05-30T22:29:59.000Z,水表-1楼,79.4947
2019-05-30T22:39:59.000Z,水表-2楼,39.5251
2019-05-30T22:39:59.000Z,水表-1楼,79.4947
2019-05-30T22:49:59.000Z,水表-2楼,39.5251
2019-05-30T22:49:59.000Z,水表-1楼,79.4947
2019-05-30T22:59:59.000Z,水表-2楼,39.5251
2019-05-30T22:59:59.000Z,水表-1楼,79.4947
2019-05-30T23:09:59.000Z,水表-2楼,39.5251
2019-05-30T23:09:59.000Z,水表-1楼,79.4947
2019-05-30T23:19:59.000Z,水表-2楼,39.5348
2019-05-30T23:19:59.000Z,水表-1楼,79.5281
2019-05-30T23:29:59.000Z,水表-2楼,39.5432
2019-05-30T23:29:59.000Z,水表-1楼,79.5359
2019-05-30T23:39:59.000Z,水表-2楼,39.5432
2019-05-30T23:39:59.000Z,水表-1楼,79.5869
2019-05-30T23:49:59.000Z,水表-2楼,39.5638
2019-05-30T23:49:59.000Z,水表-1楼,79.5898
2019-05-30T23:59:59.000Z,水表-2楼,39.5638
2019-05-30T23:59:59.000Z,水表-1楼,79.6152
2019-05-31T00:09:59.000Z,水表-2楼,39.5641
2019-05-31T00:09:59.000Z,水表-1楼,79.6273
2019-05-31T00:19:59.000Z,水表-2楼,39.5769
2019-05-31T00:19:59.000Z,水表-1楼,79.6752
2019-05-31T00:29:59.000Z,水表-2楼,39.5917
2019-05-31T00:29:59.000Z,水表-1楼,79.7151
2019-05-31T00:39:59.000Z,水表-2楼,39.6505
2019-05-31T00:39:59.000Z,水表-1楼,79.7836
2019-05-31T00:49:59.000Z,水表-2楼,39.692
2019-05-31T00:49:59.000Z,水表-1楼,79.8427
2019-05-31T00:59:59.000Z,水表-2楼,39.7308
2019-05-31T00:59:59.000Z,水表-1楼,79.888
2019-05-31T01:09:59.000Z,水表-2楼,39.8013
2019-05-31T01:09:59.000Z,水表-1楼,79.9977
2019-05-31T01:19:59.000Z,水表-2楼,39.8157
2019-05-31T01:19:59.000Z,水表-1楼,80.0839
2019-05-31T01:29:59.000Z,水表-2楼,39.8368
2019-05-31T01:29:59.000Z,水表-1楼,80.1865
2019-05-31T01:39:59.000Z,水表-2楼,39.8372
2019-05-31T01:39:59.000Z,水表-1楼,80.239
2019-05-31T01:49:59.000Z,水表-2楼,39.8509
2019-05-31T01:49:59.000Z,水表-1楼,80.2752
2019-05-31T01:59:59.000Z,水表-2楼,39.8676
2019-05-31T01:59:59.000Z,水表-1楼,80.3317
2019-05-31T02:09:59.000Z,水表-2楼,39.8969
2019-05-31T02:09:59.000Z,水表-1楼,80.3551
2019-05-31T02:19:59.000Z,水表-2楼,39.8998
2019-05-31T02:19:59.000Z,水表-1楼,80.3983
2019-05-31T02:29:59.000Z,水表-2楼,39.9004
2019-05-31T02:29:59.000Z,水表-1楼,80.427
2019-05-31T02:39:59.000Z,水表-2楼,39.9209
2019-05-31T02:39:59.000Z,水表-1楼,80.4397
2019-05-31T02:49:59.000Z,水表-2楼,39.9342
2019-05-31T02:49:59.000Z,水表-1楼,80.466
2019-05-31T02:59:59.000Z,水表-2楼,39.951
2019-05-31T02:59:59.000Z,水表-1楼,80.4939
2019-05-31T03:09:59.000Z,水表-2楼,39.9675
2019-05-31T03:09:59.000Z,水表-1楼,80.5416
2019-05-31T03:19:59.000Z,水表-2楼,39.9888
2019-05-31T03:19:59.000Z,水表-1楼,80.57
2019-05-31T03:29:59.000Z,水表-2楼,40.0065
2019-05-31T03:29:59.000Z,水表-1楼,80.7011
2019-05-31T03:39:59.000Z,水表-2楼,40.0227
2019-05-31T03:39:59.000Z,水表-1楼,80.7377
